task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,124,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,126,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,123,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
121,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,128,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,130,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,80
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,127,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,55,81
125,131,132,134,5,30,56,81
125,131,132,134,5,30,56,81
125,131,132,134,5,30,56,81
125,131,132,134,5,30,56,81
125,131,132,134,5,30,56,81
125,131,132,134,5,30,56,81
125,131,132,134,5,30,56,81
125,131,132,134,5,30,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
125,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,132,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,134,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
129,131,136,138,6,31,56,81
